category_name,price,model,car_type,year,distance,gear_type,color,vehicle_type
Chevrolet,14000.0,Chevelle,Седан,2023.0,19000.0,Автоматическая,Белый,Бензин
Chevrolet,5800.0,Chevelle,Седан,2015.0,107.0,Механическая,Серый,Бензин
Chevrolet,12000.0,Chevelle,Седан,2020.0,35000.0,Механическая,Белый,Газ/Бензин
Chevrolet,16000.0,Chevelle,Хэтчбек,2023.0,30000.0,Автоматическая,Белый,Газ/Бензин
Chevrolet,10500.0,Chevelle,Седан,2014.0,240000.0,Механическая,Черный,Бензин
Chevrolet,6400.0,Chevelle,Седан,2010.0,17200.0,Механическая,Белый,Газ/Бензин
Chevrolet,9100.0,Chevelle,Седан,2011.0,147000.0,Автоматическая,Белый,Газ/Бензин
Chevrolet,12600.0,Chevelle,Седан,2012.0,2000000.0,Автоматическая,Белый,Газ/Бензин
Chevrolet,9000.0,Chevelle,Седан,2019.0,1500000.0,Механическая,Белый,Газ/Бензин
Chevrolet,11000.0,Chevelle,Хэтчбек,2012.0,30000.0,Механическая,Асфальт,Бензин
Chevrolet,6000.0,Chevelle,Другой,2015.0,140000.0,Механическая,Серебристый,Газ/Бензин
Chevrolet,2700.0,Chevelle,Седан,2009.0,190.0,Механическая,Белый,Газ/Бензин
Chevrolet,7300.0,Chevelle,Минивэн,2023.0,18000.0,Механическая,Серый,Газ/Бензин
Chevrolet,6100.0,Chevelle,Седан,2014.0,108.0,Механическая,Асфальт,Газ/Бензин
Chevrolet,10000.0,Chevelle,Седан,2014.0,240000.0,Механическая,Черный,Бензин
Chevrolet,10000.0,Chevelle,Седан,2019.0,37000.0,Механическая,Белый,Бензин
Chevrolet,5000.0,Chevelle,Седан,2005.0,9777.0,Механическая,Белый,Газ/Бензин
Chevrolet,5200.0,Chevelle,Седан,2009.0,250.0,Механическая,Магнолии,Газ/Бензин
Chevrolet,7300.0,Chevelle,Седан,2013.0,400.0,Механическая,Черный,Газ/Бензин
Chevrolet,9000.0,Chevelle,Седан,2019.0,61000.0,Механическая,Асфальт,Бензин
Chevrolet,16500.0,Chevelle,Другой,2023.0,55000.0,Автоматическая,Черный,Газ/Бензин
Chevrolet,9000.0,Chevelle,Седан,2015.0,178000.0,Автоматическая,Белый,Бензин
Chevrolet,8000.0,Chevelle,Седан,2018.0,97000.0,Автоматическая,Белый,Бензин
Chevrolet,3700.0,Chevelle,Седан,2009.0,390000.0,Механическая,Белый,Газ/Бензин
Chevrolet,17100.0,Chevelle,Минивэн,2023.0,18770.0,Автоматическая,Черный,Бензин
Chevrolet,13000.0,Chevelle,Внедорожник,2020.0,82000.0,Автоматическая,Белый,Бензин
Chevrolet,16000.0,Chevelle,Седан,2022.0,38000.0,Автоматическая,Белый,Газ/Бензин
Chevrolet,12800.0,Chevelle,Хэтчбек,2022.0,59000.0,Автоматическая,Серебристый,Газ/Бензин
Chevrolet,7900.0,Chevelle,Минивэн,2022.0,45000.0,Механическая,Белый,Газ/Бензин
Chevrolet,16500.0,Chevelle,Универсал,2023.0,42000.0,Автоматическая,Черный,Газ/Бензин
Chevrolet,8500.0,Chevelle,Седан,2013.0,322000.0,Автоматическая,Белый,Газ/Бензин
Chevrolet,7500.0,Chevelle,Хэтчбек,2018.0,65000.0,Механическая,Асфальт,Бензин
Chevrolet,32000.0,Chevelle,Другой,2020.0,58000.0,Автоматическая,Асфальт,Бензин
Chevrolet,8000.0,Chevelle,Седан,2018.0,97000.0,Автоматическая,Белый,Бензин
Chevrolet,7200.0,Chevelle,Другой,2022.0,30000.0,Механическая,Белый,Газ/Бензин
Chevrolet,8500.0,Chevelle,Хэтчбек,2017.0,230000.0,Автоматическая,Белый,Газ/Бензин
Chevrolet,5200.0,Chevelle,Минивэн,2015.0,180000.0,Механическая,Белый,Другой
Chevrolet,6600.0,Chevelle,Другой,2022.0,169000.0,Механическая,Белый,Газ/Бензин
Chevrolet,3500.0,Chevelle,Седан,2011.0,163000.0,Механическая,Белый,Другой
Chevrolet,13200.0,Chevelle,Хэтчбек,2022.0,93000.0,Автоматическая,Белый,Газ/Бензин
Chevrolet,12300.0,Chevelle,Седан,2023.0,8000.0,Автоматическая,Белый,Бензин
Chevrolet,5647.0,Chevelle,Купе,2009.0,220.0,Механическая,Серый,Газ/Бензин
Chevrolet,5500.0,Chevelle,Седан,2013.0,156000.0,Механическая,Зеленый,Бензин
Chevrolet,9000.0,Chevelle,Хэтчбек,2019.0,113000.0,Механическая,Синий,Газ/Бензин
Chevrolet,15800.0,Chevelle,Седан,2021.0,25000.0,Автоматическая,Белый,Бензин
Chevrolet,10000.0,Chevelle,Седан,2014.0,240000.0,Механическая,Черный,Бензин
Chevrolet,3700.0,Chevelle,Седан,2009.0,390000.0,Механическая,Белый,Газ/Бензин
Chevrolet,6100.0,Chevelle,Седан,2014.0,108.0,Механическая,Асфальт,Газ/Бензин
Chevrolet,14000.0,Chevelle,Хэтчбек,2019.0,90000.0,Автоматическая,Белый,Газ/Бензин
Chevrolet,4000.0,Chevelle,Кабриолет,2008.0,320000.0,Механическая,Белый,Газ/Бензин
Chevrolet,3100.0,Chevelle,Хэтчбек,2009.0,390000.0,Механическая,Белый,Газ/Бензин
Chevrolet,8100.0,Chevelle,Хэтчбек,2018.0,60000.0,Автоматическая,Красный,Бензин
Chevrolet,5200.0,Chevelle,Хэтчбек,2015.0,315000.0,Механическая,Белый,Газ/Бензин
Chevrolet,8300.0,Chevelle,Седан,2015.0,73138.0,Механическая,Асфальт,Бензин
Chevrolet,6200.0,Chevelle,Хэтчбек,2016.0,340000.0,Механическая,Серый,Газ/Бензин
Chevrolet,7000.0,Chevelle,Хэтчбек,2015.0,500000.0,Механическая,Белый,Газ/Бензин
Chevrolet,10800.0,Chevelle,Седан,2017.0,96000.0,Механическая,Белый,Газ/Бензин
Chevrolet,17100.0,Chevelle,Минивэн,2023.0,18770.0,Автоматическая,Черный,Бензин
Chevrolet,13000.0,Chevelle,Внедорожник,2020.0,82000.0,Автоматическая,Белый,Бензин
Chevrolet,10000.0,Chevelle,Седан,2019.0,37000.0,Механическая,Белый,Бензин
Chevrolet,11200.0,Chevelle,Седан,2020.0,118.0,Автоматическая,Серый,Бензин
Chevrolet,10500.0,Chevelle,Седан,2020.0,39500.0,Автоматическая,Черный,Бензин
Chevrolet,10500.0,Chevelle,Купе,2023.0,0.0,Механическая,Белый,Бензин
Chevrolet,10300.0,Chevelle,Седан,2022.0,120000.0,Автоматическая,Белый,Бензин
Chevrolet,4100.0,Chevelle,Хэтчбек,2011.0,185000.0,Механическая,Серебристый,Газ/Бензин
Chevrolet,9000.0,Chevelle,Хэтчбек,2020.0,90000.0,Автоматическая,Синий,Бензин
Chevrolet,14000.0,Chevelle,Внедорожник,2012.0,219000.0,Автоматическая,Черный,Газ/Бензин
Chevrolet,9200.0,Chevelle,Седан,2019.0,12000.0,Механическая,Коричневый,Бензин
Chevrolet,8500.0,Chevelle,Седан,2015.0,230000.0,Механическая,Вишнёвый,Газ/Бензин
Chevrolet,6800.0,Chevelle,Седан,2015.0,135000.0,Механическая,Серый,Газ/Бензин
Chevrolet,5400.0,Chevelle,Универсал,2011.0,285000.0,Механическая,Белый,Бензин
Chevrolet,11200.0,Chevelle,Седан,2020.0,118.0,Автоматическая,Серый,Бензин
Chevrolet,21700.0,Chevelle,Седан,2023.0,0.0,Автоматическая,Белый,Бензин
Chevrolet,5200.0,Chevelle,Седан,2013.0,240.0,Механическая,Белый,Бензин
Chevrolet,5000.0,Chevelle,Хэтчбек,2012.0,42500.0,Механическая,Серый,Газ/Бензин
Chevrolet,10800.0,Chevelle,Внедорожник,2022.0,61000.0,Автоматическая,Белый,Газ/Бензин
Chevrolet,10800.0,Chevelle,Внедорожник,2022.0,6400.0,Автоматическая,Белый,Газ/Бензин
Chevrolet,4100.0,Chevelle,Другой,2010.0,245000.0,Механическая,Белый,Газ/Бензин
Chevrolet,16500.0,Chevelle,Пикап,2023.0,42000.0,Автоматическая,Черный,Газ/Бензин
Chevrolet,11800.0,Chevelle,Универсал,2022.0,30000.0,Автоматическая,Белый,Бензин
Chevrolet,16500.0,Chevelle,Хэтчбек,2023.0,11000.0,Автоматическая,Черный,Бензин
Chevrolet,5800.0,Chevelle,Хэтчбек,2015.0,235000.0,Автоматическая,Белый,Газ/Бензин
Chevrolet,14300.0,Chevelle,Седан,2024.0,30.0,Автоматическая,Белый,Бензин
Chevrolet,13200.0,Chevelle,Седан,2019.0,133333.0,Автоматическая,Белый,Бензин
Chevrolet,10000.0,Chevelle,Седан,2014.0,240000.0,Механическая,Черный,Бензин
Chevrolet,13000.0,Chevelle,Внедорожник,2020.0,82000.0,Автоматическая,Белый,Бензин
Chevrolet,6100.0,Chevelle,Седан,2014.0,108.0,Механическая,Асфальт,Газ/Бензин
Chevrolet,6400.0,Chevelle,Хэтчбек,2023.0,160000.0,Механическая,Бежевый,Газ/Бензин
Chevrolet,6600.0,Chevelle,Другой,2020.0,120000.0,Механическая,Белый,Газ/Бензин
Chevrolet,6600.0,Chevelle,Седан,2020.0,98567.0,Механическая,Белый,Газ/Бензин
Chevrolet,7500.0,Chevelle,Внедорожник,2010.0,212000.0,Автоматическая,Черный,Газ/Бензин
Chevrolet,6500.0,Chevelle,Седан,2016.0,186000.0,Механическая,Белый,Бензин
Chevrolet,10000.0,Chevelle,Седан,2015.0,110.0,Автоматическая,Серебристый,Газ/Бензин
Chevrolet,10000.0,Chevelle,Седан,2019.0,37000.0,Механическая,Белый,Бензин
Chevrolet,3700.0,Chevelle,Седан,2009.0,390000.0,Механическая,Белый,Газ/Бензин
Chevrolet,17100.0,Chevelle,Минивэн,2023.0,18770.0,Автоматическая,Черный,Бензин
Chevrolet,9500.0,Chevelle,Седан,2015.0,142000.0,Механическая,Белый,Газ/Бензин
Chevrolet,3200.0,Chevelle,Седан,2008.0,160000.0,Механическая,Желтый,Другой
Chevrolet,3800.0,Chevelle,Хэтчбек,2009.0,280000.0,Механическая,Белый,Газ/Бензин
Chevrolet,5800.0,Chevelle,Кабриолет,2010.0,214.0,Другая,Белый,Газ/Бензин
Chevrolet,6500.0,Chevelle,Седан,2016.0,86000.0,Механическая,Белый,Газ/Бензин
Chevrolet,19900.0,Chevelle,Другой,2024.0,4000.0,Автоматическая,Черный,Бензин
Chevrolet,6000.0,Chevelle,Другой,2015.0,318.0,Механическая,Белый,Газ/Бензин
Chevrolet,15600.0,Chevelle,Седан,2024.0,0.0,Автоматическая,Синий,Бензин
Chevrolet,12800.0,Chevelle,Седан,2020.0,94000.0,Автоматическая,Белый,Газ/Бензин
Chevrolet,5800.0,Chevelle,Седан,2011.0,300000.0,Механическая,Белый,Газ/Бензин
Chevrolet,7600.0,Chevelle,Седан,2018.0,13300.0,Механическая,Асфальт,Газ/Бензин
Chevrolet,11000.0,Chevelle,Универсал,2023.0,30000.0,Автоматическая,Золотой,Газ/Бензин
Chevrolet,3800.0,Chevelle,Хэтчбек,2010.0,76600.0,Механическая,Белый,Газ/Бензин
Chevrolet,11300.0,Chevelle,Седан,2017.0,151000.0,Автоматическая,Белый,Газ/Бензин
Chevrolet,4000.0,Chevelle,Седан,2009.0,240000.0,Механическая,Бежевый,Газ/Бензин
Chevrolet,6600.0,Chevelle,Универсал,2016.0,230000.0,Механическая,Белый,Газ/Бензин
Chevrolet,3900.0,Chevelle,Кабриолет,2009.0,190000.0,Механическая,Белый,Газ/Бензин
Chevrolet,10500.0,Chevelle,Седан,2016.0,200000.0,Механическая,Серый,Газ/Бензин
Chevrolet,10500.0,Chevelle,Седан,2019.0,22000.0,Автоматическая,Серебристый,Бензин
Chevrolet,17100.0,Chevelle,Минивэн,2023.0,18770.0,Автоматическая,Черный,Бензин
Chevrolet,3000.0,Chevelle,Седан,2012.0,524.0,Механическая,Белый,Газ/Бензин
Chevrolet,10000.0,Chevelle,Седан,2014.0,240000.0,Механическая,Черный,Бензин
Chevrolet,14300.0,Chevelle,Другой,2020.0,60000.0,Автоматическая,Черный,Бензин
Chevrolet,10800.0,Chevelle,Седан,2018.0,142000.0,Автоматическая,Асфальт,Бензин
Chevrolet,13000.0,Chevelle,Внедорожник,2020.0,82000.0,Автоматическая,Белый,Бензин
Chevrolet,11500.0,Chevelle,Седан,2016.0,122340.0,Механическая,Белый,Газ/Бензин
Chevrolet,8150.0,Chevelle,Универсал,2024.0,0.0,Механическая,Белый,Бензин
Chevrolet,6100.0,Chevelle,Седан,2014.0,108.0,Механическая,Асфальт,Газ/Бензин
Chevrolet,3700.0,Chevelle,Седан,2009.0,390000.0,Механическая,Белый,Газ/Бензин
Chevrolet,10000.0,Chevelle,Седан,2019.0,37000.0,Механическая,Белый,Бензин
Chevrolet,7500.0,Cavalier,Хэтчбек,2013.0,327000.0,Механическая,Черный,Газ/Бензин
Chevrolet,20500.0,Cavalier,Купе,2020.0,10000.0,Автоматическая,Черный,Бензин
Chevrolet,26000.0,Cavalier,Седан,2021.0,19000.0,Другая,Серый,Другой
Chevrolet,4500.0,Cavalier,Седан,2011.0,370000.0,Механическая,Желтый,Газ/Бензин
Chevrolet,12800.0,Cavalier,Седан,2018.0,150.0,Автоматическая,Белый,Газ/Бензин
Chevrolet,14800.0,Cavalier,Седан,2023.0,10000.0,Автоматическая,Черный,Бензин
Chevrolet,3500.0,Cavalier,Седан,1995.0,285371.0,Механическая,Синий,Бензин
Chevrolet,15600.0,Captiva,Внедорожник,2011.0,88000.0,Автоматическая,Белый,Бензин
Chevrolet,15500.0,Captiva,Внедорожник,2015.0,116000.0,Автоматическая,Белый,Бензин
Chevrolet,11500.0,Captiva,Другой,2012.0,172000.0,Автоматическая,Черный,Газ/Бензин
Chevrolet,12000.0,Captiva,Внедорожник,2011.0,240000.0,Автоматическая,Серебристый,Газ/Бензин
Chevrolet,18500.0,Captiva,Хэтчбек,2014.0,165000.0,Автоматическая,Черный,Бензин
Chevrolet,9600.0,Captiva,Внедорожник,2011.0,145000.0,Автоматическая,Белый,Газ/Бензин
Chevrolet,12000.0,Captiva,Хэтчбек,2009.0,154000.0,Автоматическая,Черный,Газ/Бензин
Chevrolet,9600.0,Captiva,Внедорожник,2010.0,129000.0,Автоматическая,Белый,Газ/Бензин
Chevrolet,20000.0,Captiva,Внедорожник,2017.0,68000.0,Автоматическая,Черный,Бензин
Chevrolet,12000.0,Captiva,Внедорожник,2012.0,200000.0,Автоматическая,Бежевый,Газ/Бензин
Chevrolet,10500.0,Captiva,Внедорожник,2010.0,103000.0,Автоматическая,Оливковый,Бензин
Chevrolet,13900.0,Captiva,Внедорожник,2013.0,102000.0,Автоматическая,Черный,Бензин
Chevrolet,11300.0,Captiva,Внедорожник,2013.0,112000.0,Автоматическая,Белый,Газ/Бензин
Chevrolet,16000.0,Captiva,Внедорожник,2015.0,93000.0,Автоматическая,Коричневый,Бензин
Chevrolet,10000.0,Captiva,Внедорожник,2011.0,250000.0,Автоматическая,Белый,Газ/Бензин
Chevrolet,13800.0,Captiva,Внедорожник,2013.0,140000.0,Автоматическая,Черный,Газ/Бензин
Chevrolet,15000.0,Captiva,Внедорожник,2015.0,112900.0,Автоматическая,Белый,Бензин
Chevrolet,15000.0,Captiva,Другой,2012.0,60680.0,Автоматическая,Сафари,Газ/Бензин
Chevrolet,24500.0,Captiva,Внедорожник,2018.0,112000.0,Автоматическая,Белый,Газ/Бензин
Chevrolet,13680.0,Captiva,Внедорожник,2014.0,88000.0,Автоматическая,Черный,Бензин
Chevrolet,13599.0,Captiva,Хэтчбек,2015.0,152000.0,Автоматическая,Черный,Бензин
Chevrolet,13000.0,Captiva,Внедорожник,2013.0,200000.0,Автоматическая,Белый,Газ/Бензин
Chevrolet,11800.0,Captiva,Универсал,2013.0,234.0,Автоматическая,Белый,Газ/Бензин
Chevrolet,11000.0,Captiva,Другой,2008.0,253000.0,Автоматическая,Серый,Газ/Бензин
Chevrolet,17990.0,Captiva,Внедорожник,2016.0,95000.0,Автоматическая,Белый,Бензин
Chevrolet,9000.0,Captiva,Внедорожник,2008.0,180000.0,Механическая,Белый,Газ/Бензин
Chevrolet,13000.0,Captiva,Другой,2011.0,171000.0,Автоматическая,Черный,Газ/Бензин
Chevrolet,17500.0,Captiva,Внедорожник,2017.0,170.0,Автоматическая,Черный,Бензин
Chevrolet,20000.0,Captiva,Внедорожник,2012.0,48000.0,Механическая,Белый,Бензин
Chevrolet,13000.0,Captiva,Внедорожник,2010.0,156000.0,Автоматическая,Черный,Газ/Бензин
Chevrolet,14000.0,Captiva,Внедорожник,2015.0,143000.0,Автоматическая,Серый,Газ/Бензин
Chevrolet,12200.0,Captiva,Внедорожник,2014.0,220000.0,Автоматическая,Серый,Бензин
Chevrolet,12500.0,Captiva,Другой,2014.0,178000.0,Автоматическая,Белый,Газ/Бензин
Chevrolet,22000.0,Captiva,Внедорожник,2015.0,119200.0,Автоматическая,Фиолетовый,Бензин
Chevrolet,11000.0,Captiva,Другой,2012.0,192500.0,Автоматическая,Белый,Газ/Бензин
Chevrolet,16500.0,Captiva,Внедорожник,2013.0,132000.0,Автоматическая,Черный,Газ/Бензин
Chevrolet,13200.0,Captiva,Другой,2013.0,200000.0,Автоматическая,Черный,Газ/Бензин
Chevrolet,21000.0,Captiva,Внедорожник,2017.0,81900.0,Автоматическая,Белый,Бензин
Chevrolet,13000.0,Captiva,Внедорожник,2013.0,186.0,Автоматическая,Белый,Бензин
Chevrolet,18300.0,Captiva,Внедорожник,2013.0,100000.0,Автоматическая,Черный,Газ/Бензин
Chevrolet,16000.0,Captiva,Внедорожник,2015.0,81000.0,Автоматическая,Белый,Бензин
Chevrolet,14000.0,Captiva,Внедорожник,2012.0,70000.0,Автоматическая,Белый,Бензин
Chevrolet,14000.0,Captiva,Универсал,2015.0,132000.0,Автоматическая,Черный,Бензин
Chevrolet,12200.0,Captiva,Внедорожник,2011.0,300000.0,Автоматическая,Белый,Бензин
Chevrolet,12000.0,Captiva,Внедорожник,2015.0,214000.0,Автоматическая,Белый,Бензин
Chevrolet,16000.0,Captiva,Внедорожник,2015.0,83000.0,Автоматическая,Серебристый,Газ/Бензин
Chevrolet,17000.0,Captiva,Внедорожник,2012.0,115000.0,Автоматическая,Черный,Бензин
Chevrolet,16800.0,Captiva,Внедорожник,2015.0,69000.0,Автоматическая,Белый,Газ/Бензин
Chevrolet,8300.0,Captiva,Хэтчбек,2012.0,422.0,Автоматическая,Серый,Газ/Бензин
Chevrolet,15000.0,Captiva,Внедорожник,2014.0,130000.0,Автоматическая,Белый,Бензин
Chevrolet,15500.0,Captiva,Внедорожник,2015.0,134000.0,Автоматическая,Черный,Газ/Бензин
Chevrolet,10500.0,Captiva,Минивэн,2012.0,202000.0,Автоматическая,Серый,Газ/Бензин
Chevrolet,17000.0,Captiva,Внедорожник,2017.0,100000.0,Автоматическая,Асфальт,Бензин
Chevrolet,14000.0,Captiva,Внедорожник,2015.0,105000.0,Автоматическая,Белый,Бензин
Chevrolet,19000.0,Captiva,Универсал,2018.0,38000.0,Автоматическая,Белый,Бензин
Chevrolet,13500.0,Captiva,Внедорожник,2013.0,138000.0,Автоматическая,Черный,Газ/Бензин
Chevrolet,8500.0,Captiva,Другой,2008.0,267732.0,Автоматическая,Белый,Газ/Бензин
Chevrolet,18000.0,Captiva,Купе,2012.0,1300.0,Автоматическая,Белый,Газ/Бензин
Chevrolet,17500.0,Captiva,Другой,2018.0,157000.0,Автоматическая,Черный,Газ/Бензин
Chevrolet,16000.0,Captiva,Внедорожник,2014.0,103000.0,Автоматическая,Черный,Газ/Бензин
Chevrolet,13000.0,Captiva,Внедорожник,2015.0,114009.0,Автоматическая,Черный,Бензин
Chevrolet,16100.0,Captiva,Внедорожник,2015.0,41000.0,Автоматическая,Белый,Бензин
Chevrolet,12200.0,Captiva,Внедорожник,2014.0,215000.0,Автоматическая,Черный,Газ/Бензин
Chevrolet,10500.0,Captiva,Внедорожник,2011.0,216000.0,Автоматическая,Серебристый,Бензин
Chevrolet,7700.0,Captiva,Другой,2009.0,160500.0,Автоматическая,Серый,Газ/Бензин
Chevrolet,20000.0,Captiva,Другой,2018.0,61000.0,Автоматическая,Белый,Газ/Бензин
Chevrolet,12500.0,Captiva,Внедорожник,2014.0,176000.0,Автоматическая,Серый,Бензин
Chevrolet,13700.0,Captiva,Внедорожник,2015.0,112000.0,Автоматическая,Асфальт,Бензин
Chevrolet,16000.0,Captiva,Седан,2015.0,162000.0,Автоматическая,Черный,Газ/Бензин
Chevrolet,16500.0,Captiva,Универсал,2012.0,188000.0,Автоматическая,Серый,Газ/Бензин
Chevrolet,15800.0,Captiva,Кабриолет,2016.0,114.0,Автоматическая,Черный,Бензин
Chevrolet,21000.0,Captiva,Внедорожник,2018.0,100000.0,Автоматическая,Черный,Бензин
Chevrolet,14500.0,Captiva,Внедорожник,2015.0,141000.0,Автоматическая,Черный,Бензин
Chevrolet,14000.0,Captiva,Внедорожник,2012.0,70000.0,Автоматическая,Белый,Бензин
Chevrolet,10700.0,Captiva,Хэтчбек,2023.0,190000.0,Автоматическая,Белый,Бензин
Chevrolet,9000.0,Captiva,Внедорожник,2012.0,158000.0,Автоматическая,Бежевый,Бензин
Chevrolet,21000.0,Captiva,Внедорожник,2018.0,100000.0,Автоматическая,Черный,Бензин
Chevrolet,17000.0,Captiva,Хэтчбек,2014.0,110000.0,Автоматическая,Асфальт,Газ/Бензин
Chevrolet,24500.0,Captiva,Универсал,2018.0,43000.0,Автоматическая,Черный,Бензин
Chevrolet,7777.0,Captiva,Другой,2015.0,140000.0,Автоматическая,Белый,Бензин
Chevrolet,11000.0,Captiva,Внедорожник,2012.0,135000.0,Автоматическая,Серебристый,Бензин
Chevrolet,12500.0,Captiva,Внедорожник,2010.0,133000.0,Автоматическая,Черный,Газ/Бензин
Chevrolet,12200.0,Captiva,Седан,2011.0,130.0,Механическая,Белый,Газ/Бензин
Chevrolet,16700.0,Captiva,Внедорожник,2013.0,98000.0,Автоматическая,Белый,Газ/Бензин
Chevrolet,8500.0,Captiva,Внедорожник,2011.0,221687.0,Автоматическая,Черный,Бензин
Chevrolet,13000.0,Captiva,Внедорожник,2012.0,91000.0,Автоматическая,Белый,Газ/Бензин
Chevrolet,13500.0,Captiva,Универсал,2015.0,152.0,Автоматическая,Черный,Газ/Бензин
Chevrolet,21000.0,Captiva,Хэтчбек,2017.0,85000.0,Автоматическая,Белый,Бензин
Chevrolet,13500.0,Captiva,Внедорожник,2011.0,136000.0,Автоматическая,Белый,Газ/Бензин
Chevrolet,10700.0,Captiva,Внедорожник,2010.0,208000.0,Автоматическая,Черный,Газ/Бензин
Chevrolet,13500.0,Captiva,Внедорожник,2011.0,146000.0,Автоматическая,Бежевый,Бензин
Chevrolet,24500.0,Captiva,Другой,2018.0,32047.0,Автоматическая,Асфальт,Газ/Бензин
Chevrolet,14000.0,Captiva,Кабриолет,2013.0,160000.0,Автоматическая,Бронзовый,Газ/Бензин
Chevrolet,22700.0,Captiva,Внедорожник,2017.0,80000.0,Автоматическая,Белый,Газ/Бензин
Chevrolet,10600.0,Captiva,Внедорожник,2013.0,162000.0,Автоматическая,Белый,Газ/Бензин
Chevrolet,15000.0,Captiva,Внедорожник,2015.0,98487.0,Автоматическая,Черный,Бензин
Chevrolet,14800.0,Captiva,Внедорожник,2014.0,124300.0,Автоматическая,Черный,Бензин
Chevrolet,13100.0,Captiva,Внедорожник,2015.0,180000.0,Автоматическая,Белый,Газ/Бензин
Chevrolet,17000.0,Captiva,Внедорожник,2015.0,130000.0,Автоматическая,Белый,Бензин
Chevrolet,21000.0,Captiva,Седан,2018.0,62000.0,Автоматическая,Белый,Газ/Бензин
Chevrolet,13000.0,Captiva,Внедорожник,2008.0,195000.0,Автоматическая,Черный,Газ/Бензин
Chevrolet,14000.0,Captiva,Хэтчбек,2012.0,91951.0,Автоматическая,Белый,Газ/Бензин
Chevrolet,16500.0,Captiva,Внедорожник,2017.0,107000.0,Автоматическая,Черный,Бензин
Chevrolet,19200.0,Captiva,Внедорожник,2017.0,61000.0,Автоматическая,Черный,Бензин
Chevrolet,17500.0,Captiva,Внедорожник,2011.0,42000.0,Автоматическая,Белый,Бензин
Chevrolet,12500.0,Captiva,Внедорожник,2013.0,160000.0,Автоматическая,Белый,Бензин
Chevrolet,19500.0,Captiva,Внедорожник,2018.0,118000.0,Автоматическая,Белый,Бензин
Chevrolet,10500.0,Captiva,Универсал,2011.0,100000.0,Автоматическая,Черный,Бензин
Chevrolet,12700.0,Captiva,Внедорожник,2013.0,136000.0,Автоматическая,Белый,Газ/Бензин
Chevrolet,9500.0,Captiva,Внедорожник,2012.0,115000.0,Автоматическая,Серебристый,Газ/Бензин
Chevrolet,19500.0,Captiva,Внедорожник,2013.0,186000.0,Автоматическая,Серый,Бензин
Chevrolet,24000.0,Captiva,Седан,2017.0,11000.0,Автоматическая,Черный,Бензин
Chevrolet,22500.0,Captiva,Внедорожник,2015.0,73000.0,Автоматическая,Белый,Бензин
Chevrolet,11500.0,Captiva,Другой,2013.0,230.0,Автоматическая,Черный,Газ/Бензин
Chevrolet,12000.0,Captiva,Внедорожник,2012.0,153300.0,Автоматическая,Коричневый,Бензин
Chevrolet,13000.0,Captiva,Внедорожник,2013.0,149000.0,Автоматическая,Белый,Бензин
Chevrolet,18600.0,Captiva,Внедорожник,2018.0,56000.0,Автоматическая,Асфальт,Бензин
Chevrolet,10000.0,Captiva,Универсал,2009.0,180.0,Автоматическая,Черный,Газ/Бензин
Chevrolet,18500.0,Captiva,Хэтчбек,2015.0,95000.0,Автоматическая,Белый,Бензин
Chevrolet,11000.0,Captiva,Другой,2015.0,225000.0,Автоматическая,Сафари,Бензин
Chevrolet,16100.0,Captiva,Внедорожник,2015.0,41000.0,Автоматическая,Белый,Бензин
Chevrolet,10300.0,Captiva,Внедорожник,2011.0,300000.0,Автоматическая,Черный,Газ/Бензин
Chevrolet,14000.0,Captiva,Другой,2008.0,211000.0,Автоматическая,Черный,Газ/Бензин
Chevrolet,13000.0,Captiva,Универсал,2013.0,93000.0,Автоматическая,Белый,Газ/Бензин
Chevrolet,17000.0,Captiva,Внедорожник,2015.0,44515.0,Автоматическая,Белый,Бензин
Chevrolet,17500.0,Captiva,Седан,2015.0,92000.0,Автоматическая,Белый,Газ/Бензин
Chevrolet,10900.0,Captiva,Внедорожник,2009.0,136000.0,Автоматическая,Белый,Бензин
Chevrolet,16500.0,Captiva,Внедорожник,2012.0,104.0,Автоматическая,Сафари,Газ/Бензин
Chevrolet,26500.0,Captiva,Внедорожник,2018.0,50000.0,Автоматическая,Белый,Газ/Бензин
Chevrolet,22000.0,Captiva,Внедорожник,2015.0,70000.0,Автоматическая,Белый,Бензин
Chevrolet,17800.0,Captiva,Хэтчбек,2017.0,45000.0,Автоматическая,Черный,Бензин
Chevrolet,11300.0,Captiva,Внедорожник,2013.0,177000.0,Автоматическая,Асфальт,Бензин
Chevrolet,13200.0,Captiva,Внедорожник,2013.0,122000.0,Автоматическая,Бежевый,Бензин
Chevrolet,14500.0,Captiva,Внедорожник,2015.0,127000.0,Автоматическая,Белый,Бензин
Chevrolet,10700.0,Captiva,Хэтчбек,2023.0,190000.0,Автоматическая,Белый,Бензин
Chevrolet,12300.0,Captiva,Внедорожник,2012.0,168000.0,Автоматическая,Белый,Бензин
Chevrolet,17500.0,Captiva,Внедорожник,2017.0,135000.0,Автоматическая,Черный,Бензин
Chevrolet,16200.0,Captiva,Внедорожник,2015.0,116000.0,Автоматическая,Белый,Бензин
Chevrolet,16500.0,Captiva,Универсал,2012.0,48000.0,Автоматическая,Белый,Бензин
Chevrolet,17500.0,Captiva,Внедорожник,2013.0,100000.0,Автоматическая,Фиолетовый,Бензин
Chevrolet,13200.0,Captiva,Хэтчбек,2010.0,102000.0,Автоматическая,Серебристый,Газ/Бензин
